price_total,price_unit,area,ratio,age,Floor,Height,room
750.095,20.5,36.59,64.85,31,3,12,3
514.554,19.1,26.94,65.46,30,6,12,2
339.444,12.6,26.94,65.46,30,6,12,2
840.936,22.2,37.88,72.2,32,9,12,3
460.932,21.3,21.64,66.37,29,10,12,2
359.448,20.4,17.62,64.42,30,10,12,2
768.495,19.5,39.41,66.74,30,12,12,4
339.563,17.9,18.97,60.44,28,12,12,2
360.43,19,18.97,60.44,28,3,12,2
306.404,12.4,24.71,64.95,26,3,12,2
407.026,11.3,36.02,62.79,29,3,12,3
228.404,11.6,19.69,58.13,26,4,12,2
350.638,19.9,17.62,64.42,28,5,12,2
409.795,20.5,19.99,57.27,28,8,12,3
7795.32,45.6,170.95,49.35,6,21,22,4
3975.858,42.6,93.33,60.48,5,13,22,3
870.556,20.6,42.26,78.07,35,12,12,3
574.736,13.6,42.26,78.07,34,12,12,3
661.005,18.5,35.73,63.79,33,6,14,3
769.47,19.5,39.46,73.56,34,13,14,3
980.341,34.9,28.09,54.49,4,13,15,2
949.442,33.8,28.09,54.49,1,13,15,2
1078.656,38.4,28.09,54.49,4,12,15,2
898.88,32,28.09,54.49,3,12,15,2
744.385,26.5,28.09,54.49,1,12,15,2
1183.392,33.6,35.22,50.13,2,7,15,3
1014.112,35.2,28.81,57.12,2,13,15,3
750.607,31.9,23.53,54.6,3,9,15,2
661.193,28.1,23.53,54.6,2,5,15,2
750.288,33.6,22.33,64.4,3,13,15,2
760.019,32.3,23.53,54.6,1,4,15,2
968.31,31.5,30.74,50.06,2,7,15,2
878.85,31,28.35,50.06,2,9,15,2
955.605,28.5,33.53,50.06,1,8,15,2
861.84,30.4,28.35,50.06,1,6,15,2
774.692,29.3,26.44,53.67,1,12,15,2
1800.41,39.5,45.58,66.48,4,15,15,2
415.036,12.7,32.68,55.26,23,10,35,3
931.216,17.6,52.91,74.87,35,13,14,4
898.938,17.9,50.22,74.52,34,9,14,4
848.925,16.5,51.45,74.31,34,11,14,3
1346.33,20.2,66.65,53.78,7,10,14,4
1426.066,26.2,54.43,57.28,9,10,14,4
2048.979,30.9,66.31,54.09,11,4,14,5
881.136,26.1,33.76,57.66,14,6,15,2
948.656,28.1,33.76,57.66,15,14,15,2
1138.536,32.4,35.14,56.44,15,14,15,2
1240.09,26.9,46.1,56.56,13,10,15,3
692.08,20.5,33.76,57.66,11,8,15,2
1195.056,34.4,34.74,54.06,1,3,15,3
1173.618,33.9,34.62,54.25,1,3,15,3
1168.64,33.2,35.2,54.4,1,3,15,3
1420.384,37.3,38.08,54.24,1,9,15,3
1182.215,33.5,35.29,54.24,1,2,15,3
1195.056,34.4,34.74,54.06,1,2,15,3
1173.618,33.9,34.62,54.25,1,2,15,3
1173.618,33.9,34.62,54.25,1,5,15,3
1408,40,35.2,54.4,1,5,15,3
1018.17,41.9,24.3,53.92,1,8,15,2
1393.955,39.5,35.29,54.24,1,3,15,3
1173.618,33.9,34.62,54.25,1,3,15,3
950.002,43.3,21.94,55.67,1,3,15,2
1377.483,35.9,38.37,54.4,1,13,15,3
2327.831,43.1,54.01,54.28,1,15,15,3
2901.058,50.2,57.79,54.52,1,15,15,3
2508.086,43.4,57.79,54.52,1,15,15,3
2296.992,42.6,53.92,54.38,1,15,15,3
1173.618,33.9,34.62,54.25,1,4,15,3
1163.456,34.3,33.92,52.78,1,3,15,3
1233.085,34.3,35.95,52.78,1,2,15,3
1256.992,35.2,35.71,53.15,1,2,15,3
1575.045,40.5,38.89,53.15,1,6,15,3
1052.1,22.5,46.76,55.07,29,10,14,4
678.334,14.2,47.77,53.25,25,4,14,4
1138.76,28,40.67,58.76,30,13,14,3
1049.344,25.6,40.99,58.87,29,11,14,3
1011.231,20.1,50.31,60.24,28,5,14,4
1319.058,23.4,56.37,53.77,28,9,14,4
1050.784,22.4,46.91,58.41,15,11,15,3
902.53,17,53.09,56.75,27,14,14,4
997.31,14.5,68.78,45.13,28,3,14,3
1007.82,19.8,50.9,59.19,27,5,14,4
859.908,20.3,42.36,68.77,29,7,14,3
597.335,19.3,30.95,58.02,13,10,15,2
1060.998,24.6,43.13,58.07,14,8,15,3
1772.088,28.2,62.84,58.44,17,13,15,4
1237.948,19.7,62.84,58.44,13,11,15,3
1319.2,27.2,48.5,58.68,14,3,15,3
1360.136,27.4,49.64,57.68,15,6,15,3
1658.92,33.5,49.52,57.12,16,13,15,3
1549.976,31.3,49.52,57.12,15,12,15,3
899.811,18.3,49.17,73.91,35,7,11,4
501.182,12.1,41.42,72.39,31,5,11,3
1664.19,33,50.43,51.37,1,14,15,3
1266.013,34.3,36.91,53.39,1,2,15,2
1256.864,24.8,50.68,52.28,1,9,15,3
1347.708,25.7,52.44,53.45,2,11,15,3
1404.746,26.6,52.81,53.45,2,14,15,3
1510.272,28.8,52.44,53.45,2,10,15,3
1862.685,35.5,52.47,53.48,4,7,15,3
1212.057,23.1,52.47,53.48,2,4,15,3
716.135,25.9,27.65,52.39,2,3,15,2
700.557,25.3,27.69,52.35,3,4,15,2
849.464,30.8,27.58,52.47,3,3,15,2
1140.505,30.7,37.15,51.53,4,12,15,2
932.118,31.9,29.22,52.14,2,15,15,2
1663.038,30.9,53.82,52.54,3,5,15,3
1749.15,32.5,53.82,52.54,4,10,15,3
1058.596,30.8,34.37,59.84,2,3,15,3
1079.218,31.4,34.37,59.84,2,11,15,3
1098.512,28.4,38.68,59.83,2,14,15,3
1414.071,24.9,56.79,51.51,1,7,15,2
1351.602,23.8,56.79,51.51,2,3,15,2
1466.442,25.7,57.06,51.23,2,2,15,2
1414.071,24.9,56.79,51.51,1,5,15,2
1431.108,25.2,56.79,51.51,,6,15,2
1703.7,30,56.79,51.51,2,12,15,2
1666.614,26.7,62.42,52.28,2,14,15,2
1362.96,24,56.79,51.51,2,4,15,2
1372.488,24.9,55.12,51.85,1,7,15,2
1328.392,24.1,55.12,51.85,2,3,15,2
1322.88,24,55.12,51.85,2,2,15,2
1802.424,32.7,55.12,51.85,4,5,15,3
1372.488,24.9,55.12,51.85,2,5,15,2
1383.512,25.1,55.12,51.85,2,6,15,2
1574.4,25.6,61.5,51.85,2,12,15,2
1520.55,27.9,54.5,52.52,2,15,15,2
1339.416,24.3,55.12,51.85,2,4,15,2
1817.504,25.7,70.72,53.26,2,7,15,3
1753.856,24.8,70.72,53.26,2,3,15,3
1981.47,25.7,77.1,53.26,2,9,15,3
1774.5,25,70.98,53.05,2,2,15,3
1803.36,25.5,70.72,53.26,2,5,15,3
1859.936,26.3,70.72,53.26,2,8,15,3
1810.432,25.6,70.72,53.26,2,6,15,3
1902.368,26.9,70.72,53.26,2,11,15,3
1937.728,27.4,70.72,53.26,2,13,15,3
2097.12,27.2,77.1,53.26,2,12,15,3
2073.225,27.5,75.39,54.72,2,15,15,3
1973.088,27.9,70.72,53.26,2,12,15,3
2035.44,26.4,77.1,53.26,2,10,15,3
1753.856,24.8,70.72,53.26,2,4,15,3
1793.748,25.4,70.62,52.61,2,7,15,3
1829.058,25.9,70.62,52.61,2,3,15,3
1878.492,26.6,70.62,52.61,2,9,15,3
1828.704,25.8,70.88,52.4,2,2,15,3
1836.12,26,70.62,52.61,2,2,15,3
2025.1,26.3,77,52.61,2,8,15,3
1821.996,25.8,70.62,52.61,2,6,15,3
2440.9,31.7,77,52.61,2,12,15,3
2078.28,27.6,75.3,54.05,2,15,15,3
2094.4,27.2,77,52.61,2,14,15,3
1892.616,26.8,70.62,52.61,2,10,15,3
1809.5,23.5,77,52.61,2,4,15,3
959.697,26.1,36.77,61.13,18,2,13,3
862.2,36,23.95,62.33,18,11,13,2
1298.848,29.6,43.88,59.35,18,2,13,3
1181.25,27,43.75,59.54,16,11,13,3
1030.428,26.1,39.48,61.03,18,2,13,3
1202.625,22.5,53.45,55.15,17,10,13,4
880.237,12.7,69.31,58.39,30,13,16,4
1599.802,42.2,37.91,59.57,10,6,15,2
999.802,37.9,26.38,58.85,8,13,15,2
981.176,39.2,25.03,57.43,9,6,15,2
829.272,31.7,26.16,55.31,7,12,15,2
630.756,25.2,25.03,57.43,7,4,15,2
1045.8,45,23.24,60.29,10,3,15,2
599.592,25.8,23.24,60.29,7,4,15,2
2352.96,38,61.92,55.3,1,3,15,4
2328.192,37.6,61.92,55.3,1,5,15,4
2625.408,42.4,61.92,55.3,1,13,15,4
2501.568,40.4,61.92,55.3,1,15,15,4
2378.568,37.2,63.94,53.28,1,3,15,4
2397.75,37.5,63.94,53.28,1,4,15,4
1621.62,39.6,40.95,64.12,1,3,15,3
1672.811,34.3,48.77,51.5,1,2,15,3
1996.972,40.4,49.43,51.6,1,13,15,3
1636.133,33.1,49.43,51.6,1,4,15,3
1371.81,33,41.57,56.35,1,2,15,3
1333.101,31.9,41.79,57.49,1,2,15,3
1546.578,32.1,48.18,52.96,1,3,15,3
1580.472,32.4,48.78,51.88,1,2,15,3
1527.716,33.4,45.74,57.09,1,3,15,3
1477.402,32.3,45.74,57.09,1,2,15,3
2090.24,35.5,58.88,56.3,3,6,29,3
2468.005,41.5,59.47,55,5,4,29,3
3117.275,32.9,94.75,52.9,1,27,29,3
3183.6,33.6,94.75,52.9,2,29,29,3
3136.225,33.1,94.75,52.9,2,28,29,3
3335.2,35.2,94.75,52.9,2,20,29,3
2720.068,28.9,94.12,52.9,2,18,29,3
2026.752,31.2,64.96,55.62,1,10,29,3
1671.409,25.1,66.59,55.68,2,3,29,3
2996.84,38.5,77.84,54.85,5,29,29,3
2506.448,32.2,77.84,54.85,2,29,29,3
2227.908,31.8,70.06,54.85,1,28,29,3
2445.874,34.6,70.69,54.85,2,20,29,3
1566.226,23.3,67.22,55.68,2,2,29,3
2000.527,28.3,70.69,54.85,2,18,29,3
2131.508,31.7,67.24,55.66,2,10,29,3
1304.02,22.6,57.7,55.63,1,3,29,3
1620.22,28.4,57.05,55.68,2,29,29,3
1393.16,23.2,60.05,55.63,1,2,29,3
1373.124,25.4,54.06,55.68,1,17,29,3
1379.03,23.9,57.7,55.63,1,12,29,3
1528.94,26.8,57.05,55.68,2,18,29,3
1826.468,30.1,60.68,55.63,1,10,29,3
1321.33,22.9,57.7,55.63,1,4,29,3
2924.863,34.7,84.29,51.39,7,3,14,3
2046.972,25.8,79.34,51.14,5,2,14,3
2881.839,33.9,85.01,51.39,5,6,14,3
2983.851,35.1,85.01,51.39,7,10,14,3
2728.821,32.1,85.01,51.39,3,10,14,3
1862.374,21.8,85.43,51.52,4,6,14,3
2699.588,31.6,85.43,51.52,3,13,14,4
3118.195,36.5,85.43,51.52,8,10,14,3
1899.099,33.3,57.03,51.03,6,3,14,3
2186.8,35,62.48,50.19,4,6,14,3
2602.041,41.1,63.31,50.03,8,11,14,3
2462.61,43,57.27,50.04,6,12,14,3
2290.275,40.5,56.55,50.04,7,10,14,2
1719.12,30.4,56.55,50.04,3,10,14,3
755.188,19.6,38.53,73.58,35,5,14,3
801.424,20.8,38.53,73.58,35,6,14,3
771.225,17.5,44.07,75.12,32,2,14,3
877.056,19.2,45.68,75.54,32,4,14,4
2557.02,22.8,112.15,64.52,27,11,28,6
2078.024,23.2,89.57,62.11,26,12,28,4
2275.046,22.3,102.02,63.58,26,17,28,5
2705.816,23.2,116.63,66.85,25,19,28,6
2652.59,23,115.33,66.85,26,20,28,5
1963.096,18.4,106.69,62.71,26,5,28,4
1911.75,25,76.47,64.71,27,8,28,4
2024.282,22.6,89.57,65.38,26,8,28,4
2586.432,22.8,113.44,66.85,26,8,28,6
2653.02,25.5,104.04,63.58,27,8,28,4
2401.158,31.4,76.47,64.71,26,12,28,3
1846.562,18.1,102.02,63.58,23,12,28,4
2594.46,22,117.93,66.85,26,12,28,4
2121.29,23,92.23,65.38,24,20,28,4
1966.679,22.1,88.99,65.38,23,22,28,4
1752.204,15.1,116.04,62.35,24,22,28,4
2301.222,29.3,78.54,64.71,27,23,28,4
2346.624,22.4,104.76,61.95,26,26,28,4
1567.04,23.6,66.4,69.5,36,3,14,5
1562.032,23.3,67.04,52.16,2,3,15,3
2802.272,41.8,67.04,52.17,6,10,15,4
1753.782,23.9,73.38,53.02,2,7,15,3
1968.25,25,78.73,53.01,2,9,15,3
1797.81,24.5,73.38,53.02,2,8,15,3
2999.613,38.1,78.73,53.01,4,12,15,3
1889.962,35.3,53.54,51.3,5,4,15,2
1753.626,25.8,67.97,52.03,2,12,15,3
2800.364,41.2,67.97,52.03,6,15,15,3
1964.708,26.8,73.31,52.03,2,14,15,3
3079.3,41.5,74.2,53.27,6,7,15,3
2953.16,39.8,74.2,53.27,5,6,15,3
1478.903,27.7,53.39,51.46,2,11,15,3
1740.032,25.6,67.97,52.02,2,11,15,3
1760.423,25.9,67.97,52.02,2,12,15,3
1794.408,26.4,67.97,52.02,2,15,15,3
1901.578,25.9,73.42,53.88,2,7,15,3
1857.526,25.3,73.42,53.88,2,5,15,3
2041.076,27.8,73.42,53.88,2,13,15,3
2068.73,28.3,73.1,53.88,2,15,15,3
2189.806,27.8,78.77,53.88,2,14,15,3
2323.715,29.5,78.77,53.88,2,4,15,3
3047.1,42,72.55,51.93,6,3,15,4
1827.84,27.2,67.2,51.92,2,13,15,3
1841.28,27.4,67.2,51.92,2,15,15,3
2497.3,34,73.45,53.9,7,3,15,3
1997.84,27.2,73.45,53.9,5,3,15,3
2127.6,27,78.8,53.9,2,9,15,3
2261.56,28.7,78.8,53.9,2,15,15,3
2496.806,33.8,73.87,53.9,6,4,15,4
380.656,14.8,25.72,68.31,27,11,12,2
535.062,24.2,22.11,61.77,29,10,12,2
437.598,16.1,27.18,65.38,27,4,12,2
579.117,23.1,25.07,69.31,29,6,12,3
851.124,22.8,37.33,69.26,29,7,12,3
529.38,20.4,25.95,68.85,29,7,12,2
2217.306,27.3,81.22,58.34,13,9,15,4
1753.704,21.6,81.19,58.71,12,2,15,4
1888.07,23,82.09,58.34,12,6,15,4
2100.735,24.3,86.45,58.54,13,11,15,4
2271.06,27.9,81.4,58.54,14,13,15,4
2148.96,26.4,81.4,58.54,13,13,15,4
2298.52,28,82.09,58.34,15,14,15,4
2200.012,26.8,82.09,58.34,13,14,15,4
2134.34,26,82.09,58.34,15,4,15,4
2380.61,29,82.09,58.34,14,4,15,4
1381.12,20.8,66.4,55.43,10,7,15,4
1367.84,20.6,66.4,59.99,14,9,15,3
1128.528,27.2,41.49,57.55,13,13,15,3
1057.995,25.5,41.49,54.65,12,15,15,3
2151.36,32.4,66.4,59.99,15,14,15,2
3995.576,41.2,96.98,58.04,4,8,26,4
5681.349,52.3,108.63,58.18,3,18,26,4
3778.208,40.4,93.52,56.96,4,7,26,4
3950.724,42.6,92.74,56.95,5,5,26,4
3610.768,41.2,87.64,56.96,4,8,26,3
4475.514,47.8,93.63,56.96,3,18,26,4
4012.008,42.9,93.52,56.96,4,10,26,3
3262.248,39.6,82.38,56.55,4,6,26,5
4086.048,49.6,82.38,56.55,4,17,26,3
4239.986,51.4,82.49,56.54,3,18,26,4
3152.212,41.2,76.51,56.54,4,8,26,3
4095.28,41.2,99.4,56.96,4,8,26,4
5221.888,49.6,105.28,56.96,4,17,26,4
3995.576,41.2,96.98,58.04,4,8,26,4
1618.264,32.6,49.64,57.25,3,3,15,3
1649,34,48.5,57.04,2,8,15,3
643.828,28.4,22.67,56.42,1,11,15,2
643.828,28.4,22.67,56.42,1,12,15,2
1649.036,34.6,47.66,57.25,2,15,15,3
650.629,28.7,22.67,56.42,1,10,15,2
899.999,39.7,22.67,56.42,4,4,15,2
1943.342,38.3,50.74,56.85,2,2,15,3
1747.62,34.2,51.1,56.84,1,5,15,3
1701.81,33,51.57,56.93,1,10,15,3
1942.959,38.3,50.73,56.85,2,2,15,3
2084.88,40.8,51.1,56.85,1,11,15,3
1400.265,33.3,42.05,56.79,1,5,15,3
2196.288,43.2,50.84,56.79,1,15,15,3
2940.75,37.5,78.42,58.34,1,2,15,4
1224.675,22.5,54.43,57.29,8,7,14,3
1598.464,22.3,71.68,54.08,8,3,14,4
720.37,20.5,35.14,56.44,12,7,15,2
628.581,19.1,32.91,59.52,12,2,15,2
699.281,15.1,46.31,54.92,26,12,14,4
614.74,14,43.91,69.02,25,13,14,4
1188.294,21.9,54.26,60.39,13,11,15,4
1000.616,23.2,43.13,58.07,14,11,15,3
1306.329,21.3,61.33,58.98,13,11,15,3
758.317,12.7,59.71,75.69,31,9,11,4
438.948,8.9,49.32,62.13,31,6,11,3
1153.9,22,52.45,53.46,1,3,15,3
1197.912,22.8,52.54,53.36,1,2,15,3
1180.125,22.5,52.45,53.46,1,5,15,3
1180.125,22.5,52.45,53.46,1,6,15,3
1331.75,25,53.27,53.47,1,15,15,3
1180.125,22.5,52.45,53.46,1,4,15,3
1248.072,23.8,52.44,53.45,1,9,15,3
1311,25,52.44,53.45,1,13,15,3
1284.78,24.5,52.44,53.45,1,12,15,3
1217.304,23.2,52.47,53.48,1,7,15,3
1149.093,21.9,52.47,53.48,1,3,15,3
1128.105,21.5,52.47,53.48,1,5,15,3
1254.033,23.9,52.47,53.48,1,11,15,3
1262.03,24.2,52.15,53.48,1,13,15,3
1259.28,24,52.47,53.48,1,12,15,3
1259.28,24,52.47,53.48,1,15,15,3
1294.947,24.3,53.29,53.48,1,14,15,3
1092.832,20.8,52.54,53.36,1,2,15,3
1290.27,24.6,52.45,53.46,1,15,15,3
1174.88,22.4,52.45,53.46,1,4,15,3
700.056,25.2,27.78,52.13,2,2,15,2
889.044,24.6,36.14,52.39,1,13,15,2
705.075,25.5,27.65,52.39,1,12,15,2
903.5,25,36.14,52.39,1,15,15,2
939.64,26,36.14,52.39,1,14,15,2
850.465,23.5,36.19,52.35,1,13,15,2
860.88,24,35.87,52.35,1,14,15,2
815.328,22.8,35.76,52.47,1,7,15,2
762.14,21.2,35.95,52.11,1,2,15,2
1021.064,28.3,36.08,52.47,1,10,15,2
751.325,20.5,36.65,52.13,1,2,15,2
842.005,23.5,35.83,52.39,1,13,15,2
834.839,23.3,35.83,52.39,1,12,15,2
856.518,23.7,36.14,52.39,1,14,15,2
798.725,21.5,37.15,51.53,1,7,15,2
743.966,20.2,36.83,51.53,1,3,15,2
792.305,21.1,37.55,51.48,1,2,15,2
757.86,20.4,37.15,51.53,1,5,15,2
791.295,21.3,37.15,51.53,1,6,15,2
828.445,22.3,37.15,51.53,1,11,15,2
861.88,23.2,37.15,51.53,1,12,15,2
913.89,24.6,37.15,51.53,1,15,15,2
880.455,23.7,37.15,51.53,1,14,15,2
799.389,21.3,37.53,51.53,1,4,15,2
830.058,22.2,37.39,52.14,1,7,15,2
822.732,21.8,37.74,52.09,1,2,15,2
942.75,25,37.71,52.14,1,14,15,2
1140.395,30.5,37.39,52.14,1,10,15,2
872.261,22.9,38.09,52.14,1,4,15,2
1135.602,21.1,53.82,52.54,1,3,15,3
1232.478,22.9,53.82,52.54,1,9,15,3
1081.782,20.1,53.82,52.54,1,2,15,3
1268.187,23.7,53.51,52.54,1,11,15,3
1280.916,23.8,53.82,52.54,1,12,15,3
1280.916,23.8,53.82,52.54,1,15,15,3
1297.062,24.1,53.82,52.54,1,14,15,3
1512.342,28.1,53.82,52.54,1,10,15,3
1162.512,21.6,53.82,52.54,1,4,15,3
1436.787,25.3,56.79,51.51,1,9,15,2
1436.787,25.3,56.79,51.51,1,8,15,2
1470.861,25.9,56.79,51.51,1,11,15,2
1629.786,25.8,63.17,51.51,1,13,15,2
1563.516,27.9,56.04,52.28,1,15,15,2
1476.54,26,56.79,51.51,1,10,15,2
1416.584,25.7,55.12,51.85,1,9,15,2
1394.536,25.3,55.12,51.85,1,8,15,2
1525.2,24.8,61.5,51.85,1,11,15,2
1655.936,27.2,60.88,52.52,1,14,15,2
1394.536,25.3,55.12,51.85,1,10,15,2
2055.9,26.7,77,52.61,1,11,15,3
951.216,22.8,41.72,53.87,15,8,13,3
828.443,20.3,40.81,59.47,15,7,13,3
854.1,19.5,43.8,59.47,14,11,13,3
1048.32,26,40.32,59.71,6,9,15,3
1230.98,24.4,50.45,54.21,6,11,15,3
1331,25,53.24,47.14,6,10,15,3
615.738,24.6,25.03,57.43,6,3,15,2
1359.218,23.8,57.11,55,1,3,29,3
1304.844,22.8,57.23,55,1,2,29,3
1565.536,24.1,64.96,55.62,1,3,29,3
2918.3,30.8,94.75,52.9,1,25,29,3
3060.425,32.3,94.75,52.9,1,26,29,3
2861.45,30.2,94.75,52.9,1,24,29,3
1546.048,23.8,64.96,55.62,1,2,29,3
2625.111,27.9,94.09,52.92,1,17,29,3
2662.747,28.3,94.09,52.92,1,15,29,3
2642.688,27.9,94.72,52.92,1,14,29,3
1585.024,24.4,64.96,55.62,1,4,29,3
1598.16,24,66.59,55.67,1,3,29,3
1822.359,25.3,72.03,55.66,1,9,29,3
2184.84,28.9,75.6,54.85,1,21,29,3
2343.6,31,75.6,54.85,1,27,29,3
2226.66,29.5,75.48,54.85,1,23,29,3
2188.92,29,75.48,54.85,1,22,29,3
2290.68,30.3,75.6,54.85,1,25,29,3
2305.38,30.8,74.85,54.85,1,26,29,3
2260.44,29.9,75.6,54.85,1,24,29,3
1667.552,24.8,67.24,55.66,1,5,29,3
1810.965,25.1,72.15,55.66,1,8,29,3
1667.552,24.8,67.24,55.66,1,6,29,3
2068.152,27.4,75.48,54.85,1,17,29,3
1919.644,27.4,70.06,54.85,1,14,29,3
1631.455,24.5,66.59,55.67,1,4,29,3
1344.41,23.3,57.7,55.63,1,7,29,3
1626.392,26.3,61.84,55.68,1,21,29,3
1603.105,28.1,57.05,55.68,1,28,29,3
1511.788,26.8,56.41,55.68,1,23,29,3
1494.865,26.5,56.41,55.68,1,22,29,3
1528.94,26.8,57.05,55.68,1,25,29,3
1614.515,28.3,57.05,55.68,1,28,29,3
1563.17,27.4,57.05,55.68,1,26,29,3
1545.634,27.4,56.41,55.68,1,24,29,3
1848.42,32.4,57.05,55.68,1,20,29,3
1309.79,22.7,57.7,55.63,1,5,29,3
1335.411,23.1,57.81,55.63,1,8,29,3
1312.287,22.7,57.81,55.63,1,6,29,3
1454.775,25.5,57.05,55.68,1,19,29,3
1346.094,24.9,54.06,55.68,1,16,29,3
1373.124,25.4,54.06,55.68,1,14,29,3
2745.823,32.3,85.01,51.39,4,7,14,3
2781.57,33,84.29,51.39,4,9,14,3
2646.706,31.4,84.29,51.39,4,5,14,3
1761.254,22.3,78.98,51.39,4,8,14,3
1947.804,22.8,85.43,51.52,4,7,14,3
3176.625,37.5,84.71,51.52,4,9,14,3
1884.96,23.8,79.2,51.09,4,2,14,3
2691.045,31.5,85.43,51.52,4,5,14,3
2318.188,29.2,79.39,51.52,4,4,14,3
1945.104,33.6,57.89,50.19,4,7,14,3
1701.966,29.4,57.89,50.19,4,5,14,3
1949.156,34.1,57.16,50.19,4,4,14,3
2177.864,34.4,63.31,50.04,4,7,14,3
1924.272,33.6,57.27,50.04,4,4,14,3
2626.609,23.3,112.73,66.85,23,9,28,6
2095.938,23.4,89.57,65.38,24,13,28,3
1584.334,17.3,91.58,65.38,24,19,28,4
1948.582,19.1,102.02,63.58,24,9,28,4
1575.44,23.5,67.04,52.16,3,6,15,3
1789.968,26.7,67.04,52.16,2,15,15,3
2200.656,30.4,72.39,52.16,3,14,15,3
1761.12,24,73.38,53.02,3,3,15,3
1952.504,24.8,78.73,53.01,2,5,15,3
2062.726,26.2,78.73,53.01,3,11,15,3
2196.567,27.9,78.73,53.01,3,4,15,3
1767.22,26,67.97,52.03,2,13,15,3
2004.408,25.2,79.54,53.27,2,5,15,3
2001.636,27.3,73.32,52.02,3,13,15,3
2008.968,27.4,73.32,52.02,3,14,15,3
1879.552,25.6,73.42,53.88,3,3,15,3
1915.908,25.8,74.26,53.88,3,6,15,3
2582.78,35.6,72.55,44.27,3,11,15,4
1975.805,26.9,73.45,53.9,3,3,15,3
1909.7,26,73.45,53.9,3,5,15,3
2096.08,26.6,78.8,53.9,2,6,15,3
1891.072,25.6,73.87,53.9,3,4,15,3
945.972,22.8,41.49,57.55,11,7,15,3
1387.282,23.3,59.54,62.8,11,14,15,4
1561.824,9.6,162.69,69.83,31,12,12,6
