price_total,price_unit,area,ratio,age,Floor,Height,room
432.816,21.3,20.32,66.5,26,6,12,2
450.281,24.7,18.23,57,2,3,29,2
530.464,24.2,21.92,54.99,2,9,29,2
998.542,23.9,41.78,49.55,2,27,29,2
801.72,18,44.54,46.87,2,23,29,2
570.962,23.8,23.99,57,3,23,29,2
500.752,26.3,19.04,54.68,2,23,29,2
542.655,27.9,19.45,53.52,2,22,29,2
696.78,21,33.18,54.68,2,25,29,2
519.555,28.5,18.23,57,3,25,29,2
437.625,22.5,19.45,53.52,2,2,29,2
801,18,44.5,46.87,2,5,29,2
449.295,23.1,19.45,53.52,2,8,29,2
509.59,26.2,19.45,53.52,2,6,29,2
515.909,28.3,18.23,57,2,11,29,2
508.368,26.7,19.04,54.68,3,11,29,2
490.14,25.2,19.45,53.52,3,17,29,2
613.938,22.1,27.78,43.57,2,13,29,2
519.555,28.5,18.23,57,3,13,29,2
499.865,25.7,19.45,53.52,3,13,29,2
540.736,28.4,19.04,54.68,2,12,29,2
464.855,23.9,19.45,53.52,3,14,29,2
439.824,23.1,19.04,54.68,2,10,29,2
439.343,24.1,18.23,57,2,10,29,2
450.275,21.7,20.75,84.35,40,6,12,3
1822.238,22.6,80.63,60.12,10,3,15,4
1108.042,24.7,44.86,62.48,10,6,15,3
2171.68,22.4,96.95,55.54,6,3,33,3
2082.443,25.3,82.31,57.91,6,23,33,3
800.079,21.7,36.87,60.74,17,5,14,3
484.432,22.1,21.92,59,17,2,14,2
348.27,19,18.33,62.61,21,2,14,2
367.629,17.7,20.77,62.61,21,6,14,2
430.731,18.9,22.79,62.22,21,6,14,2
351.588,16.6,21.18,60.81,21,14,14,2
338.675,15.5,21.85,62.22,21,10,14,2
1757.864,23.2,75.77,54.23,9,4,29,3
1875.742,24.2,77.51,53.52,8,19,29,3
541.73,21.8,24.85,62.2,17,9,14,2
532.578,22.2,23.99,62.41,17,9,14,2
569.065,22.9,24.85,62.2,18,8,14,2
533.882,21.8,24.49,62.66,18,7,14,2
520.776,21.6,24.11,64.28,18,11,14,2
500.526,20.7,24.18,60.8,17,13,14,2
880.152,16.8,52.39,54.95,31,7,12,2
237.491,16.3,14.57,80.07,39,10,11,2
1425.183,21.3,66.91,57.07,2,3,29,3
1871.634,28.2,66.37,57.09,2,27,29,3
1927.374,27.8,69.33,57.07,2,29,29,3
1913.508,27.6,69.33,57.07,2,28,29,3
1845.086,27.8,66.37,57.08,2,26,29,3
1825.175,27.5,66.37,57.08,2,24,29,3
1442.07,21.8,66.15,57.1,2,5,29,3
1712.346,25.8,66.37,57.08,2,19,29,3
1674.607,25.3,66.19,57.06,3,19,29,3
1354.814,20.2,67.07,57.11,2,4,29,3
1380.988,21.7,63.64,57.1,2,4,29,3
801.433,16.7,47.99,69.08,33,5,11,4
587.023,15.7,37.39,68.02,27,12,22,3
528.609,16.3,32.43,76,26,17,22,3
522.123,16.1,32.43,78.09,26,17,22,3
1556.604,11.6,134.19,54.03,27,21,22,5
598.24,16,37.39,68.02,26,16,22,3
544.824,16.8,32.43,78.09,26,7,22,2
470.235,14.5,32.43,78.09,26,8,22,3
424.409,17.9,23.71,68.44,27,12,22,2
945.555,16.9,55.95,63.58,27,13,22,3
963.9,18.9,51,69.56,26,14,22,4
552.42,16.5,33.48,63.65,26,3,22,3
418.5,12.5,33.48,63.65,26,3,22,2
438.635,18.5,23.71,68.44,27,7,22,2
883.6,18.8,47,58.45,11,4,15,3
600.789,14.7,40.87,69.47,27,2,12,3
667.587,19.3,34.59,78.31,39,11,12,3
1514.543,23.9,63.37,59.5,14,10,15,4
1749.564,27.6,63.39,61.04,13,4,15,4
799.155,17.7,45.15,59.04,18,5,14,3
998.602,20.9,47.78,60.5,19,5,14,3
998.2,21.7,46,60.51,18,6,14,3
801.83,18.1,44.3,60.15,18,12,14,3
1170.24,24,48.76,60.23,19,11,14,3
1159.808,27.2,42.64,65.89,17,9,14,3
1356.768,25.2,53.84,66.55,17,5,14,4
1136.024,21.1,53.84,66.55,17,5,14,4
966.42,25.2,38.35,63.03,17,14,14,3
1896.34,26.5,71.56,60.1,9,2,15,3
728.882,15.4,47.33,75.26,33,10,15,3
614.296,24.8,24.77,55.97,17,7,14,2
699.75,22.5,31.1,56.33,16,3,14,2
614.669,20.9,29.41,56.33,17,11,14,2
749.51,24.1,31.1,56.33,17,12,14,2
970.956,25.2,38.53,58,17,14,14,2
635.256,21.6,29.41,56.33,16,4,14,2
730.456,26.2,27.88,56.34,16,9,14,2
549.927,20.3,27.09,63.18,17,2,14,2
581.08,19.9,29.2,61.84,17,2,14,2
602.096,24.2,24.88,56.34,16,14,14,2
700.739,24.7,28.37,60.26,16,10,14,2
709.56,24.3,29.2,61.84,16,10,14,2
720.92,26.9,26.8,56.75,17,10,14,2
1652.004,21.8,75.78,67.33,20,26,27,5
1306.2,31.1,42,51.04,1,5,12,3
843.013,28.9,29.17,49.47,1,4,12,2
676.566,18.7,36.18,64.94,23,11,13,3
1272.52,14.5,87.76,86.13,37,3,12,5
900.575,22.1,40.75,44.08,14,2,15,3
920.724,22.6,40.74,58.74,14,5,15,3
689.83,20.2,34.15,46.22,13,13,15,3
866.078,22.9,37.82,67.53,14,13,15,3
753.372,20.4,36.93,57.58,14,12,15,2
838.575,22.5,37.27,58.74,14,4,15,3
650.582,22.7,28.66,57.79,14,2,15,2
523.482,25.8,20.29,62.64,13,8,15,2
620.361,22.9,27.09,61.04,13,6,15,2
719.295,23.7,30.35,59.65,13,6,15,2
660.788,23.3,28.36,57.8,13,6,15,3
736.736,25.3,29.12,58.53,14,6,15,3
687.232,23.6,29.12,58.53,13,6,15,3
525.822,25.7,20.46,62.83,14,11,15,2
414.884,21.2,19.57,62.99,13,11,15,2
804.713,25.9,31.07,53.7,14,15,15,2
749.568,24.4,30.72,59.78,14,14,15,2
549.792,20.7,26.56,57.8,13,4,15,3
661.352,22.9,28.88,58.41,4,9,15,2
638.827,26.3,24.29,60.58,4,8,15,2
1264.4,29,43.6,58.82,4,11,15,3
2063.997,11.7,176.41,62.33,29,9,18,9
1040.928,16.8,61.96,58.15,29,10,18,4
1592.39,19,83.81,61.15,29,11,18,5
874.394,22.6,38.69,69.22,34,11,12,3
710.985,16.5,43.09,70.64,33,4,12,3
2048.676,20.3,100.92,55.91,13,5,15,4
1995.28,19.6,101.8,55.91,12,8,15,4
2341.937,22.1,105.97,55.91,13,6,15,4
2154.39,21,102.59,55.45,13,14,15,4
2028.492,20.1,100.92,55.91,12,4,15,4
3419.92,31,110.32,58.65,3,29,29,4
3254.08,32,101.69,58.65,3,28,29,4
2230.823,37.1,60.13,56.89,3,26,29,4
1906.121,31.7,60.13,56.89,2,24,29,4
1972.894,32.2,61.27,49.19,3,20,29,3
1868.735,30.5,61.27,57.26,3,20,29,4
1613.968,29.8,54.16,52.74,2,25,29,2
1722.021,30.1,57.21,50.79,3,18,29,2
3569.536,35.3,101.12,55.08,3,28,29,3
1528.912,29.2,52.36,55.27,2,19,29,3
355.632,23.9,14.88,71.53,24,6,14,2
330.336,22.2,14.88,71.53,23,6,14,2
1323.18,18,73.51,75.53,29,12,12,4
2181.06,27,80.78,50.28,1,21,22,3
2188.35,27,81.05,50.08,1,22,22,3
2124.514,26.3,80.78,50.28,1,20,22,3
2011.528,24.8,81.11,50.28,1,6,22,3
2164.904,26.8,80.78,50.28,2,17,22,3
2115.88,26,81.38,50.08,2,13,22,3
2107.3,26,81.05,50.08,1,19,22,3
2100.749,25.9,81.11,50.28,1,15,22,3
2116.436,26.2,80.78,50.28,1,14,22,3
2184.084,24.3,89.88,52.13,1,7,22,3
2140.484,23.9,89.56,52.13,1,3,22,3
2157.12,24,89.88,52.13,1,2,22,3
1415.565,24.9,56.85,51.95,1,4,22,3
2282.952,25.4,89.88,52.13,1,13,22,3
2274.824,25.4,89.56,52.13,1,10,22,3
1495.192,24.8,60.29,50.52,2,3,22,3
1537.395,25.5,60.29,50.52,1,21,22,3
1585.627,26.3,60.29,50.52,1,22,22,3
1531.366,25.4,60.29,50.52,1,20,22,3
1495.192,24.8,60.29,50.52,1,4,22,3
1543.424,25.6,60.29,50.52,1,17,22,3
1537.395,25.5,60.29,50.52,1,19,22,3
1561.511,25.9,60.29,50.52,1,18,22,3
1507.25,25,60.29,50.52,1,14,22,3
1409.864,23.6,59.74,50.6,1,3,22,3
1529.344,25.6,59.74,50.6,1,20,22,3
1471.715,24.5,60.07,50.6,1,5,22,3
1501.75,25,60.07,50.6,1,17,22,3
1521.036,25.3,60.12,50.6,1,19,22,3
1780.794,24.6,72.39,51.64,1,8,22,3
1868.952,25.8,72.44,51.6,1,11,22,3
1861.708,25.7,72.44,51.6,1,12,22,3
1905.172,26.3,72.44,51.6,2,15,22,3
1843.347,24.9,74.03,50.8,1,3,22,3
1976.988,24.7,80.04,50.8,1,2,22,3
1960.98,24.5,80.04,50.8,1,5,22,3
2394.704,23.2,103.22,50.51,1,6,22,3
2185.092,27.3,80.04,96.62,1,17,22,3
2103.598,26.2,80.29,50.62,1,13,22,3
2232.062,27.8,80.29,50.62,2,19,22,3
2129.064,26.6,80.04,50.8,1,15,22,3
2153.076,26.9,80.04,50.8,1,14,22,3
1819.86,24.5,74.28,50.62,1,4,22,3
1668.282,23.1,72.22,50.99,1,3,22,3
1841.61,25.5,72.22,50.99,2,17,22,3
1861.451,25.7,72.43,50.82,1,19,22,3
1762.168,24.4,72.22,50.99,1,12,22,3
1827.166,25.3,72.22,50.99,1,18,22,3
1694.862,23.4,72.43,50.82,1,4,22,3
1497.984,24.9,60.16,57.37,16,10,14,4
1360.576,22.4,60.74,56.82,16,9,14,4
1276,23.2,55,56.33,16,12,14,3
1357.71,27.1,50.1,57.22,17,11,12,3
1202.42,23.6,50.95,56.67,16,6,11,3
1299.242,23.8,54.59,56.74,16,6,14,3
1297.338,23.8,54.51,57.29,16,10,14,3
1297.338,23.8,54.51,57.29,17,4,14,3
1118.796,22.8,49.07,59.38,16,3,14,3
1801.821,23.9,75.39,64.31,16,11,14,4
1115.724,21.8,51.18,59.37,15,4,14,3
1607.952,24.1,66.72,45.74,15,13,14,3
1897.035,24.5,77.43,66.82,15,6,14,4
1727.297,25.7,67.21,67.21,15,6,14,4
1935.648,28.8,67.21,67.21,15,11,14,4
580.294,14.3,40.58,69,36,4,12,3
3424.912,33.2,103.16,57.99,6,8,15,3
2578.332,37.2,69.31,58.1,11,22,23,4
1930.62,9.2,209.85,71.15,30,12,12,9
424.44,13.1,32.4,82.47,36,8,12,3
1131.666,28.2,40.13,55.48,3,3,15,2
600.336,26.4,22.74,53.76,3,9,15,2
538.938,23.7,22.74,53.76,3,5,15,2
579.422,28.1,20.62,60.09,3,11,15,2
849.256,33.2,25.58,60.1,3,14,15,2
2057.724,34.8,59.13,59.11,1,7,29,3
2078.271,35.1,59.21,59.09,1,9,29,3
2214.454,37.4,59.21,59.09,1,21,29,3
2143.402,36.2,59.21,59.09,1,23,29,3
2096.034,35.4,59.21,59.09,1,22,29,3
2285.506,38.6,59.21,59.09,1,25,29,3
2486.82,42,59.21,59.09,2,28,29,3
2540.109,42.9,59.21,59.09,1,26,29,3
2267.743,38.3,59.21,59.09,1,24,29,3
2034.072,34.4,59.13,59.11,1,5,29,3
2066.429,34.9,59.21,59.09,1,8,29,3
2057.724,34.8,59.13,59.11,1,6,29,3
2096.034,35.4,59.21,59.09,1,11,29,3
2155.244,36.4,59.21,59.09,1,17,29,3
2096.034,35.4,59.21,59.09,1,13,29,3
2421.689,40.9,59.21,59.09,1,19,29,3
2350.637,39.7,59.21,59.09,1,15,29,3
2125.639,35.9,59.21,59.09,1,14,29,3
2090.113,35.3,59.21,59.09,1,10,29,3
2134.593,36.1,59.13,59.11,1,4,29,3
2375.747,34.1,69.67,57.4,2,8,29,3
2588.467,37.1,69.77,57.52,1,21,29,3
2441.95,35,69.77,57.52,2,8,29,3
2340.912,33.6,69.67,57.4,1,6,29,3
2330.318,33.4,69.77,57.52,1,12,29,3
2799.79,37,75.67,57.42,1,3,29,3
3021.384,39.3,76.88,56.88,1,29,29,3
2387.746,34.6,69.01,56.88,1,10,29,3
1326.032,35.8,37.04,51.94,1,9,29,2
1437.152,38.8,37.04,51.94,1,25,29,2
1437.152,38.8,37.04,51.94,1,24,29,2
1351.96,36.5,37.04,51.94,1,12,29,2
1330.32,36.8,36.15,51.94,1,14,29,2
1279.71,35.4,36.15,51.94,1,10,29,2
1186.056,32.3,36.72,51.58,1,4,29,2
2954.171,27.1,109.01,59.53,11,25,24,4
2327.287,26.3,88.49,61.06,11,3,24,3
2318.438,26.2,88.49,61.06,10,5,24,3
577.437,21.7,26.61,68.97,32,10,12,3
1449.471,29.3,49.47,65.73,15,3,14,3
2606.219,18.7,139.37,66.55,15,2,14,7
1682.835,23.5,71.61,67.93,25,14,19,4
432.222,12.3,35.14,73.58,39,4,12,3
630.036,14.8,42.57,76.16,31,11,12,4
515.406,18.6,27.71,87.09,34,12,12,3
501.201,17.1,29.31,67.59,32,11,11,3
751.322,28.6,26.27,56.14,2,15,15,2
741.9,30,24.73,57.61,3,13,15,2
1379.262,28.2,48.91,64.99,20,12,24,2
4306.762,31.7,135.86,63.51,19,15,24,4
288.959,10.9,26.51,72.55,32,6,12,2
631.161,17.1,36.91,66.13,23,3,13,3
1107.21,22.1,50.1,46.53,1,3,11,3
1137.27,22.7,50.1,46.53,1,10,11,3
1217.43,24.3,50.1,46.53,1,4,11,3
1212.686,23.9,50.74,46.03,1,4,11,2
1229.85,22.5,54.66,50.2,1,3,15,3
1537.35,27.7,55.5,50.2,1,10,15,3
1289.115,24.3,53.05,51.89,1,9,15,3
1154.787,21.9,52.73,51.89,1,2,15,3
1233.882,23.4,52.73,51.89,1,5,15,3
1326.25,25,53.05,51.89,1,13,15,3
1369.06,25.4,53.9,51.89,1,15,15,3
1347.47,25.4,53.05,51.89,1,14,15,3
1193.625,22.5,53.05,51.89,1,4,15,3
1227.072,23.1,53.12,51.84,1,7,15,3
1248.32,23.5,53.12,51.84,1,8,15,3
1193.28,22.6,52.8,51.84,1,6,15,3
1269.568,23.9,53.12,51.84,1,15,15,3
1172.16,22.2,52.8,51.84,1,4,15,3
1238.952,22.8,54.34,45.58,1,3,15,3
1155.195,21.5,53.73,51.19,1,2,15,3
1412.84,26,54.34,50.55,1,14,15,3
1149.232,21.7,52.96,50.08,1,2,15,3
1196.896,22.6,52.96,50.08,1,4,15,3
1170.419,22.9,51.11,52.1,1,13,15,3
1541.17,22.9,67.3,51.46,1,3,15,3
1815.75,25,72.63,51.46,1,13,15,3
1990.062,27.4,72.63,51.46,1,10,15,3
1649.984,22.4,73.66,50.62,1,2,15,3
1664.716,22.6,73.66,50.62,1,6,15,3
1716.278,23.3,73.66,50.62,1,11,15,3
1775.206,24.1,73.66,50.62,1,13,15,3
1660.419,24.3,68.33,50.62,1,12,15,3
1782.572,24.2,73.66,50.62,1,15,15,3
1841.5,25,73.66,50.62,1,14,15,3
1021.44,22.8,44.8,77.89,34,10,12,4
800.394,17.7,45.22,77.79,34,10,12,3
1580.238,25.3,62.46,69.62,36,11,12,3
646.388,21.2,30.49,59.35,15,5,15,2
708.303,17.9,39.57,60.99,15,6,15,3
860.535,19.5,44.13,60.75,15,15,15,3
549.238,20.2,27.19,60.07,16,9,15,2
547.272,19.8,27.64,60.28,16,9,15,2
569.384,20.6,27.64,60.28,15,11,15,2
752.301,14.9,50.49,62.63,15,7,15,4
979.506,19.4,50.49,62.63,16,3,15,3
806.288,16.1,50.08,55.64,24,3,15,3
826.32,16.5,50.08,55.27,23,7,15,3
955.431,15.9,60.09,62.39,24,6,15,3
887.864,17.2,51.62,52.61,24,10,15,4
3807.482,21.7,175.46,62.77,14,28,30,4
1067.187,21.9,48.73,62.38,13,4,28,3
1069.953,24.9,42.97,63.57,14,21,28,3
864.854,19.9,43.46,62.52,20,12,14,3
1067.99,20.9,51.1,65.57,21,3,14,4
454.853,18.1,25.13,58.06,21,5,14,2
845.46,19.8,42.7,65.24,20,6,14,3
878.178,20.6,42.63,64.63,20,10,14,3
449.204,24.4,18.41,73.41,20,8,14,2
417.582,20.9,19.98,75.51,19,6,14,2
410.543,22.3,18.41,73.41,19,14,14,2
399.96,18,22.22,79.86,37,9,12,2
458.896,18.4,24.94,56.01,4,3,15,2
649.629,26.1,24.89,62.9,4,5,15,2
737.397,27.9,26.43,52.85,4,13,15,2
718.896,27.2,26.43,52.85,4,12,15,2
851.242,28.7,29.66,53.34,4,5,15,2
714.75,25,28.59,62.26,4,12,15,2
901.664,30.4,29.66,53.34,4,4,15,2
900.238,15.7,57.34,55.9,24,10,14,4
909.639,15.9,57.21,55.8,23,10,14,4
847.224,16.4,51.66,55.31,23,6,15,3
857.879,16.7,51.37,55.51,23,15,13,3
831.6,14,59.4,57.54,23,2,11,4
670.745,16.3,41.15,88.18,25,6,11,4
438.9,15,29.26,62.33,25,10,11,2
548.169,16.3,33.63,61.29,25,3,19,3
836.334,19.4,43.11,95.86,27,16,19,3
489.72,16.5,29.68,63.69,22,6,14,2
1100.502,23.4,47.03,49.83,1,5,14,3
1166.344,24.8,47.03,49.83,1,8,14,3
1128.72,24,47.03,49.83,1,11,14,3
1152.235,24.5,47.03,49.83,1,13,14,3
1138.424,23.2,49.07,49.82,1,10,14,3
3182.592,22.2,143.36,64.99,19,19,23,4
603.759,13.7,44.07,56.74,29,10,14,3
199.356,14.8,13.47,83.03,40,5,12,2
708.696,19.3,36.72,61.55,26,12,21,3
513.76,16,32.11,72.38,26,5,21,3
1266.408,15.6,81.18,62.81,25,7,21,6
820.76,17,48.28,56.41,26,9,21,3
551.449,14.9,37.01,64.7,24,15,35,3
718.2,17.5,41.04,64.71,24,23,35,2
482.86,14,34.49,58.89,24,24,35,2
499.525,14.5,34.45,58.83,24,30,35,2
375.012,13.2,28.41,63.42,24,32,35,2
611.24,14,43.66,58.44,23,6,5,3
851.556,17.4,48.94,62.72,24,15,35,3
461.216,14.2,32.48,63.48,23,16,35,2
738.72,18,41.04,64.71,24,21,35,3
807.381,15.3,52.77,62.72,24,21,35,3
250.36,8.8,28.45,63.48,24,22,35,2
741.955,17.9,41.45,57.78,24,25,35,3
349.443,12.3,28.41,63.42,23,30,35,2
614.864,16.6,37.04,62.13,23,7,35,3
598.272,16.4,36.48,62.84,24,18,35,3
626.78,14.8,42.35,61.68,24,19,35,3
589.662,12.3,47.94,62.36,24,27,35,3
560.898,11.7,47.94,62.36,23,27,35,3
666.366,13.9,47.94,62.36,24,35,35,3
517.32,13.5,38.32,62.01,24,18,35,3
746.073,17.1,43.63,52.54,23,18,35,3
636.939,15.3,41.63,65.51,24,17,35,3
556.784,13.6,40.94,62,23,24,35,3
449.344,13.6,33.04,62.97,23,26,35,2
498.273,12.3,40.51,62.73,23,28,35,3
640.86,13.2,48.55,62.37,24,31,35,3
390.678,11.4,34.27,67.15,24,4,35,4
395.428,12.1,32.68,63.02,23,4,35,2
411.24,12,34.27,67.15,24,6,35,3
481.536,13.2,36.48,62.84,23,22,35,3
500.89,13,38.53,61.68,24,25,35,3
485.478,12.6,38.53,61.68,24,5,35,3
471.845,11.5,41.03,66.47,24,8,35,3
540.974,11.9,45.46,65.51,24,11,35,3
349.53,12.2,28.65,63.03,24,17,35,2
545.52,12,45.46,65.51,23,23,35,2
349.53,12.2,28.65,63.03,24,25,35,2
389.096,13.6,28.61,62.97,24,34,35,2
318.897,9.3,34.29,67.1,24,9,35,2
495.514,10.9,45.46,65.51,23,10,35,3
563.704,12.4,45.46,59.99,24,12,35,3
650.339,13.7,47.47,62.48,24,23,35,3
418.338,12.2,34.29,67.1,24,25,35,3
369.069,12.9,28.61,62.97,24,29,35,2
366.689,10.7,34.27,67.15,24,5,35,3
550.652,11.6,47.47,62.48,23,6,35,3
560.196,13.3,42.12,59.87,24,22,35,3
551.836,13.7,40.28,62.89,23,6,35,3
660.288,18.1,36.48,62.84,24,17,35,3
648.988,17.8,36.46,62.89,23,4,35,3
529.23,11.8,44.85,66.47,24,11,35,3
722.128,17.6,41.03,66.47,24,17,35,3
481.625,12.5,38.53,61.68,23,25,35,3
563.332,11.8,47.74,62.65,23,28,35,3
377.19,11,34.29,67.1,23,17,35,3
424.626,10.2,41.63,65.51,24,20,35,3
493.35,15,32.89,62.75,24,21,35,2
449.604,10.8,41.63,65.51,24,21,35,3
568.25,12.5,45.46,65.51,24,23,35,3
400.959,11.7,34.27,67.15,24,28,35,3
599.17,14.3,41.9,65.66,23,32,35,3
514.05,15,34.27,67.15,24,5,35,3
442.96,11.3,39.2,58.48,23,11,35,3
538.776,12.6,42.76,62.01,23,14,35,3
1195.61,13,91.97,60.4,24,21,35,6
548.75,12.5,43.9,62.12,24,23,35,3
658.863,17.1,38.53,61.68,24,11,35,4
542.08,12.8,42.35,61.68,23,14,35,3
419.52,11.5,36.48,62.84,23,15,35,3
510.72,14,36.48,62.84,24,23,35,3
508.512,9.6,52.97,46.65,24,4,35,3
446.948,11.6,38.53,61.68,24,4,35,3
448.704,12.3,36.48,62.84,23,9,35,3
600.885,13.5,44.51,62.72,23,13,35,3
310.105,10.9,28.45,63.48,23,9,35,2
574.8,15,38.32,62.01,24,10,35,3
479.93,11,43.63,58.48,23,21,35,3
539.97,12.3,43.9,62.12,24,5,35,3
458.64,11.7,39.2,58.48,23,8,35,3
517.35,15,34.49,52.35,24,20,35,2
559.508,13.7,40.84,58.64,23,21,35,3
448.184,12.1,37.04,62.13,24,5,35,2
499.635,13.5,37.01,64.7,23,8,35,3
310.105,10.9,28.45,63.48,23,9,35,2
4784.798,31.7,150.94,54.07,7,9,41,4
1566.926,25.4,61.69,65.98,22,13,14,4
351,13.5,26,65.33,22,3,14,4
566.37,15.5,36.54,83.57,34,3,12,2
1001.021,21.7,46.13,73.53,34,3,12,4
529.692,14.8,35.79,69.93,32,7,17,3
475.617,18.3,25.99,72.32,32,11,17,2
1128.96,12,94.08,81.16,32,12,12,3
1387.54,21.2,65.45,54.09,9,9,11,3
1219.92,24,50.83,72.13,34,5,12,4
1178.525,23.5,50.15,54.8,1,3,11,3
1169.893,23.3,50.21,54.71,2,11,11,3
1217.174,22.7,53.62,48.68,1,4,11,3
855.63,13.5,63.38,78.53,28,13,15,4
360.315,15.3,23.55,76.28,28,13,15,2
903.024,14.4,62.71,78.31,28,3,15,4
714.232,14.6,48.92,74.7,29,12,12,3
551.625,12.5,44.13,58.81,29,7,12,3
1801.764,24.9,72.36,58.93,6,11,20,4
921.62,14.5,63.56,63.03,31,10,16,4
425.248,9.7,43.84,59.19,31,13,14,3
929.61,11,84.51,53.52,31,4,16,4
721.08,18,40.06,65.95,27,3,15,3
540.2,14.6,37,63.12,27,8,15,3
558.756,18.7,29.88,87.21,34,10,12,3
481.11,15.8,30.45,84.75,34,4,12,3
571.104,14.4,39.66,78.71,34,10,12,4
480.96,18,26.72,65.49,15,5,12,2
473.992,17.9,26.48,66.09,15,10,12,2
460.752,17.4,26.48,66.09,15,10,12,2
601.124,13.4,44.86,70.17,26,10,13,3
449.82,13.5,33.32,68.12,27,10,13,3
1559.27,24.1,64.7,58.44,9,2,11,3
1593.055,20.5,77.71,53.39,9,4,11,3
409.85,17.5,23.42,73.21,32,6,12,2
526.186,12.2,43.13,73.54,32,11,12,3
2797.124,30.2,92.62,58.45,11,14,24,3
1864.187,19.3,96.59,64.46,20,14,14,3
1668.108,20.4,81.77,57.71,20,7,14,4
998.704,25.9,38.56,58.98,3,12,15,2
1196.952,15.9,75.28,66.03,14,2,19,4
1262.217,25.3,49.89,64.92,14,5,19,3
727.748,15.8,46.06,73.36,32,9,17,3
509.8,10,50.98,65.62,32,3,17,4
430.846,14.6,29.51,58.73,32,5,17,2
929.408,13.7,67.84,69.1,30,15,26,4
2832.698,33.1,85.58,55.8,12,8,15,3
593.56,14.2,41.8,78.88,30,10,12,4
699.192,15.6,44.82,71.64,30,6,12,3
1969.412,21.8,90.34,52.48,2,5,15,3
1906.654,22.9,83.26,52.48,2,6,15,3
1865.024,22.4,83.26,52.48,2,4,15,3
1750.185,26.7,65.55,57.99,3,6,15,3
1902.09,28.2,67.45,57.6,2,11,15,3
819.36,16,51.21,57.64,3,9,15,2
1309.504,25.9,50.56,57.49,2,10,15,2
1475.75,25,59.03,56.98,1,2,21,3
2435.4,29.7,82,59.39,1,9,21,3
1816.464,24.6,73.84,57.68,1,2,21,3
1752.66,23.4,74.9,56.74,1,2,21,3
2273.271,27.3,83.27,58.49,1,17,21,3
2159.616,29.6,72.96,58.49,1,16,21,3
2598.022,26.6,97.67,56.63,5,24,27,3
2129.774,26.3,80.98,55.1,5,25,27,3
2096.524,26.2,80.02,55.3,5,24,27,3
2837.07,29,97.83,56.52,6,7,27,3
2706.249,27.3,99.13,56.3,5,26,27,3
2641.042,26.9,98.18,56.3,5,24,27,3
2591.952,26.4,98.18,56.3,5,19,27,3
2270.334,24.6,92.29,56.52,5,4,27,4
1246.78,19.3,64.6,56.66,29,15,16,4
1059.44,16.4,64.6,56.66,29,4,16,4
1176.468,15.8,74.46,52.79,29,2,16,5
649.066,16.3,39.82,77.73,39,8,12,3
439.8,12,36.65,64.53,28,12,13,3
678.636,25.2,26.93,53.82,28,11,13,2
444.345,16.5,26.93,53.82,28,3,13,3
274.716,15.6,17.61,100,40,9,12,2
370.575,18.3,20.25,100,40,10,12,2
618.35,14.9,41.5,73.42,33,3,12,3
681.345,14.7,46.35,80.46,33,7,12,4
539.784,16.8,32.13,78.8,38,11,12,3
420.75,11,38.25,75.37,38,12,12,3
430.542,13.4,32.13,78.8,39,12,12,3
1149.252,31.8,36.14,46.23,2,7,15,3
1138.41,31.5,36.14,46.23,2,9,15,3
569.106,24.3,23.42,57.64,2,2,15,2
898.32,24,37.43,46.83,2,5,15,3
606.334,31.4,19.31,57.64,1,12,15,2
1039.692,27.6,37.67,34.24,2,15,15,3
585.093,30.3,19.31,57.64,1,14,15,2
529.28,16,33.08,67.32,24,13,17,3
429.156,18.2,23.58,71.28,25,14,14,2
1432.302,19.4,73.83,58.49,15,8,15,4
1348.684,19.3,69.88,52.62,14,15,15,4
1197.364,16.4,73.01,58.49,14,4,15,4
2495.584,20.8,119.98,56.79,9,3,15,4
653.304,16.3,40.08,78.32,32,7,17,4
411.7,23,17.9,46.4,12,7,13,2
464.6,23,20.2,57.42,12,7,13,2
529.24,26.2,20.2,57.42,12,6,13,2
468.64,23.2,20.2,57.42,12,10,13,2
550.599,15.7,35.07,74.64,34,9,12,3
479.5,13.7,35,66.2,31,8,12,3
397.947,9.3,42.79,67.28,34,4,12,3
491.04,13.2,37.2,84.69,38,6,12,3
3100.63,30.5,101.66,57.22,7,22,24,3
1176.4,27.2,43.25,57.74,6,13,24,3
2100.28,26,80.78,57.92,6,9,24,4
2148.748,26.6,80.78,57.92,6,11,24,4
2197.216,27.2,80.78,57.92,6,13,24,4
760.509,22.9,33.21,57.29,2,4,15,2
187.461,13.1,14.31,64.45,29,10,12,2
598.584,9.8,61.08,67.31,29,5,12,4
380.592,21.6,17.62,64.42,27,6,12,2
250.204,14.2,17.62,64.42,26,6,12,2
349.825,17.5,19.99,57.27,27,8,12,3
8120.125,47.5,170.95,59.52,4,17,22,3
637.176,27.8,22.92,54.49,1,7,15,2
977.532,34.8,28.09,54.49,1,14,15,2
809.92,32,25.31,54.49,1,10,15,2
883.127,26.9,32.83,50.13,1,3,15,2
1004.598,30.6,32.83,50.13,1,2,15,2
1014.447,30.9,32.83,50.13,1,5,15,2
1086.8,28.6,38,50.14,1,6,15,2
986.068,28.9,34.12,51.87,1,11,15,2
941.54,26.3,35.8,53.74,1,12,15,2
1086.786,34.6,31.41,54.77,2,14,15,2
1224.99,34.9,35.1,50.13,1,10,15,3
